,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2252,Single,Holders of Other Higher Courses,1,Veterinary Nursing,Daytime,Higher Education - Degree (1st Cycle),140.0,Portuguese,Higher Education - Doctorate,Higher Education - Degree,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,140.0,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout
2253,Single,Over 23 Years Old,1,Informatics Engineering,Daytime,Other - 11th Year of Schooling,133.1,Portuguese,Unknown,Unknown,Student,Student,95.1,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
2254,Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers","Personal Services, Security, Safety Workers & Sellers",128.2,0,0,0,0,1,0,31,0,0,5,5,2,11.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2255,Single,Over 23 Years Old,1,Tourism,Daytime,Secondary Education,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",121.5,0,0,0,1,1,0,54,0,0,6,9,6,13.714285714285714,0,0,6,13,5,14.333333333333334,0,16.2,0.3,-0.92,Dropout
2256,Single,Holders of Other Higher Courses,1,Biofuel Production Technologies,Daytime,Higher Education - Degree (1st Cycle),120.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers","Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",120.0,1,0,1,0,1,0,25,0,18,21,26,21,12.363636363636363,0,12,16,21,12,12.25,1,11.1,0.6,2.02,Dropout
2257,Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,130.0,Portuguese,Higher Education - Doctorate,Higher Education - Degree,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,130.0,0,0,0,1,1,0,20,0,1,7,13,3,10.666666666666666,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
2258,Single,Holders of Other Higher Courses,1,Communication Design,Daytime,Higher Education - Degree,120.0,Portuguese,Higher Education - Master's,Higher Education - Master's,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,120.0,0,0,0,1,1,0,28,0,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,12.7,3.7,-1.7,Dropout
2259,Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",107.0,0,0,0,1,1,0,41,0,1,7,7,7,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate
2260,Single,1st phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,116.1,0,0,0,1,1,1,19,0,0,6,10,6,13.125,0,0,6,9,6,12.714285714285714,0,11.1,0.6,2.02,Enrolled
2261,Single,Change of Course,1,Management,Daytime,Secondary Education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,114.4,0,0,0,1,1,0,22,0,0,5,6,0,0.0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,Dropout
2262,Single,1st phase - General Contingent,1,Tourism,Daytime,Secondary Education,178.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Intellectual & Scientific Professionals,Intermediate Level Technicians & Professions,157.7,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
2263,Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,150.0,0,0,1,0,1,0,28,0,5,11,14,11,15.090909090909092,0,5,10,11,10,15.0,0,11.1,0.6,2.02,Dropout
2264,Single,1st phase - General Contingent,1,Basic Education,Daytime,Secondary Education,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Administrative Staff,114.3,1,0,0,1,1,0,42,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
2265,Single,3rd phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education,106.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians & Professions,"Personal Services, Security, Safety Workers & Sellers",104.6,0,0,0,0,1,0,21,0,0,6,10,5,14.0,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
2266,Single,Holders of Other Higher Courses,1,Agronomy,Daytime,Higher Education - Degree,140.0,Portuguese,Technological Specialization Course,Technological Specialization Course,Unskilled Workers,Administrative Staff,140.0,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13.0,0,15.5,2.8,-4.06,Dropout
2267,Single,1st phase - General Contingent,4,Management,Daytime,Secondary Education,108.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,Administrative Staff,109.1,1,0,0,1,1,0,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
2268,Single,Change of Course,1,Nursing,Daytime,Secondary Education,120.0,Portuguese,Higher Education - Degree,Higher Education - Master's,Intellectual & Scientific Professionals,Administrative Staff,120.6,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.666666666666666,0,16.2,0.3,-0.92,Dropout
2269,Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,100.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Legislative & Executive Representatives, Directors, Managers","Legislative & Executive Representatives, Directors, Managers",161.9,0,0,0,1,1,0,59,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout
2270,Married,Holders of Other Higher Courses,1,Management (evening attendance),Evening,Higher Education - Degree,140.0,Portuguese,Unknown,Unknown,Blank,Blank,140.0,1,0,0,0,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
2271,Single,2nd phase - General Contingent,2,Communication Design,Daytime,Secondary Education,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,178.0,1,0,0,1,1,1,23,0,0,6,8,6,13.333333333333334,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate
2272,Married,Over 23 Years Old,1,Management (evening attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security, Safety Workers & Sellers","Personal Services, Security, Safety Workers & Sellers",138.3,0,0,0,1,1,0,44,0,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,Dropout
2273,Married,1st phase - General Contingent,4,Social Service (evening attendance),Evening,Secondary Education,140.0,Portuguese,Unknown,Unknown,Student,Student,128.0,1,0,0,1,1,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
2274,Married,Over 23 Years Old,1,Animation and Multimedia Design,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,100.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,139.0,0,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
2275,Single,1st phase - General Contingent,2,Management (evening attendance),Evening,Secondary Education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative Staff,Intellectual & Scientific Professionals,113.2,0,0,0,0,1,0,22,0,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,7.6,2.6,0.32,Dropout
2276,Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry","Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",139.0,0,0,0,1,1,0,49,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,Graduate
2277,Single,Change of Institution/Course,1,Journalism and Communication,Daytime,Secondary Education,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Professional Higher Technical Course,"Personal Services, Security, Safety Workers & Sellers",Intermediate Level Technicians & Professions,110.0,1,0,0,1,1,0,23,0,0,6,7,6,13.333333333333334,0,0,6,6,4,12.75,0,11.1,0.6,2.02,Graduate
2278,Single,1st phase - General Contingent,1,Communication Design,Daytime,Secondary Education,132.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Unskilled Workers,136.6,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11.0,3,7.6,2.6,0.32,Enrolled
2279,Married,Change of Course,1,Social Service (evening attendance),Evening,Secondary Education,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers","Personal Services, Security, Safety Workers & Sellers",161.1,0,0,0,1,1,0,47,0,0,6,9,6,12.142857142857142,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
2280,Single,Change of Course,1,Agronomy,Daytime,Secondary Education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Administrative Staff,Intellectual & Scientific Professionals,130.0,0,0,0,1,1,0,28,0,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,Graduate
2281,Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",140.0,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled
2282,Single,1st phase - General Contingent,1,Tourism,Daytime,Secondary Education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,121.0,0,0,1,0,1,0,21,0,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,Dropout
2283,Single,Change of Course,1,Social Service,Daytime,Technological Specialization Course,120.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,"Legislative & Executive Representatives, Directors, Managers",Intellectual & Scientific Professionals,118.6,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,Graduate
2284,Single,1st phase - General Contingent,1,Communication Design,Daytime,Secondary Education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Administrative Staff,138.3,0,0,0,1,1,0,20,0,1,6,8,6,13.428571428571429,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
2285,Married,Transfer,1,Management,Daytime,Secondary Education,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115.8,0,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
2286,Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",Machine Operators & Assembly Workers,160.0,0,0,0,1,1,0,40,0,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate
2287,Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary Education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,114.5,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,Graduate
2288,Single,Transfer,1,Informatics Engineering,Daytime,Secondary Education,136.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers","Personal Services, Security, Safety Workers & Sellers",117.5,0,0,0,1,1,0,19,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled
2289,Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,133.1,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intellectual & Scientific Professionals,"Skilled Industry, Construction & Craft Workers",121.7,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout
2290,Single,Transfer,1,Informatics Engineering,Daytime,Secondary Education,120.0,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,115.0,0,0,0,1,1,0,30,0,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout
2291,Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary Education,127.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security, Safety Workers & Sellers",Armed Forces Professions,125.3,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Graduate
2292,Single,3rd phase - General Contingent,1,Management,Daytime,Secondary Education,131.0,Portuguese,Unknown,Unknown,Other Situation,Other Situation,131.0,0,0,0,1,1,0,22,0,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
2293,Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education,127.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.3,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,Graduate
2294,Single,2nd phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education,132.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,Unskilled Workers,127.1,0,0,0,0,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
2295,Single,2nd phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary Education,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Skilled Industry, Construction & Craft Workers",138.4,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate
2296,Single,Change of Course,2,Management,Daytime,Secondary Education,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,100.0,1,0,0,1,1,0,22,0,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,Dropout
2297,Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary Education,136.0,Portuguese,Higher Education - Master's,Higher Education - Doctorate,Intellectual & Scientific Professionals,Intellectual & Scientific Professionals,126.2,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate
2298,Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary Education,124.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,118.8,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11.0,0,9.4,-0.8,-3.12,Graduate
2299,Single,Over 23 Years Old,1,Tourism,Daytime,Technological Specialization Course,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security, Safety Workers & Sellers",Armed Forces Professions,124.5,0,0,0,0,1,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
2300,Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,140.0,Portuguese,Higher Education - Doctorate,Specialized Higher Studies Course,Intermediate Level Technicians & Professions,Intellectual & Scientific Professionals,140.0,0,0,0,1,1,0,23,0,3,7,12,3,14.0,0,1,6,12,1,14.0,0,12.4,0.5,1.79,Enrolled
2301,Single,2nd phase - General Contingent,1,Communication Design,Daytime,Secondary Education,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Industry, Construction & Craft Workers","Skilled Industry, Construction & Craft Workers",125.1,0,0,0,1,1,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled
2302,Single,1st phase - General Contingent,1,Management,Daytime,Secondary Education,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,118.8,0,0,1,1,1,1,22,0,0,5,8,5,10.666666666666666,0,0,5,11,2,11.0,0,15.5,2.8,-4.06,Enrolled
2303,Single,3rd phase - General Contingent,5,Informatics Engineering,Daytime,Secondary Education,136.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Intellectual & Scientific Professionals,Intermediate Level Technicians & Professions,125.2,1,0,0,1,1,0,19,0,0,5,9,5,11.833333333333334,0,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled
2304,Single,2nd phase - General Contingent,1,Management,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Machine Operators & Assembly Workers,95.0,0,0,0,1,1,0,20,0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
2305,Single,1st phase - General Contingent,3,Communication Design,Daytime,Secondary Education,110.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,107.6,1,0,0,1,1,1,22,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Enrolled
2306,Single,Holders of Other Higher Courses,1,Equinculture,Daytime,Higher Education - Degree,140.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intellectual & Scientific Professionals,Intermediate Level Technicians & Professions,140.0,1,0,0,0,1,0,18,0,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
2307,Divorced,Change of Course,2,Management (evening attendance),Evening,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intellectual & Scientific Professionals,Unskilled Workers,125.4,0,0,0,1,1,0,39,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,Dropout
2308,Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary Education,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Other Situation,Other Situation,128.0,0,0,0,1,1,0,18,0,0,8,8,0,0.0,3,0,8,8,0,0.0,3,10.8,1.4,1.74,Dropout
2309,Single,2nd phase - General Contingent,3,Informatics Engineering,Daytime,Secondary Education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,129.3,0,0,0,1,1,1,18,0,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate
2310,Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary Education,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,152.0,0,0,0,1,1,1,19,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
2311,Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary Education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,0,0,0,1,1,0,18,0,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate
2312,Single,1st phase - General Contingent,1,Management,Daytime,Secondary Education,150.0,Portuguese,Unknown,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,Administrative Staff,152.8,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
2313,Single,Technological Specialization Diploma Holders,1,Equinculture,Daytime,Technological Specialization Course,150.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers & Skilled Workers in Agriculture, Fisheries & Forestry","Farmers & Skilled Workers in Agriculture, Fisheries & Forestry",150.0,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
2314,Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary Education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,Administrative Staff,112.0,0,0,0,1,1,0,19,0,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
2315,Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary Education,152.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Machine Operators & Assembly Workers,135.6,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout
2316,Single,Over 23 Years Old,1,Informatics Engineering,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Intermediate Level Technicians & Professions,134.4,0,0,1,0,1,0,31,0,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,Dropout
2317,Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians & Professions,Intermediate Level Technicians & Professions,120.5,0,0,0,1,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
2318,Single,1st phase - General Contingent,1,Communication Design,Daytime,Secondary Education,148.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Machine Operators & Assembly Workers,141.4,0,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2319,Single,2nd phase - General Contingent,1,Tourism,Daytime,Secondary Education,148.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Machine Operators & Assembly Workers,145.2,0,0,0,1,1,0,20,0,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate
2320,Divorced,Over 23 Years Old,1,Social Service,Daytime,Secondary Education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Intellectual & Scientific Professionals,140.0,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
2321,Single,Change of Course,1,Communication Design,Daytime,Secondary Education,160.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Administrative Staff,Intellectual & Scientific Professionals,100.0,0,0,0,1,1,0,38,0,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled
2322,Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,140.0,1,0,0,1,1,0,31,0,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,Dropout
